,id,likesCount,owner/is_mentionable,owner/is_private,owner/is_verified,repliesCount,text,timestamp,sentiment,we_count,them_count
29,18040304066207566,4641,False,False,False,169,So I'm calling out the Latinos for Trump this is how y'all wanted to be treated right?,2025-04-16T00:43:26.000Z,"{'label': 'negative', 'score': 0.5515229105949402}",0,0
30,18032259599641208,305,False,True,False,2,Commie Sanders can shove it,2025-04-15T20:04:25.000Z,"{'label': 'negative', 'score': 0.8688162565231323}",0,0
31,17930179718914927,178,True,True,False,16,He’s a multimillionaire and Coachella is not cheap! Nobody read the room and not his target audience,2025-04-15T20:05:09.000Z,"{'label': 'negative', 'score': 0.4578518569469452}",0,0
32,18030714113347895,169,True,True,False,0,🙄🙄🙄 Communist with 3 mansions,2025-04-15T20:20:25.000Z,"{'label': 'negative', 'score': 0.6779053807258606}",0,0
33,18009505277738216,1,True,True,False,0,He’s one of them,2025-04-15T20:37:52.000Z,"{'label': 'neutral', 'score': 0.5993119478225708}",0,1
34,18030396365345324,18,True,False,False,0,Tell Mr Magoo to shut up 😂,2025-04-15T20:11:04.000Z,"{'label': 'negative', 'score': 0.5942280292510986}",0,0
35,18057221813160882,16,True,False,False,0,Con man,2025-04-15T20:03:43.000Z,"{'label': 'neutral', 'score': 0.6645602583885193}",0,0
36,17927525250044591,89,True,True,False,0,The communist is at it Again! This man is a Threat to Our Republic,2025-04-15T20:08:06.000Z,"{'label': 'negative', 'score': 0.9254827499389648}",0,0
37,18064200419006173,11,True,False,False,0,I thought Coachella was a music festival 😭😭🙏🙏 I don’t think he knows where he’s even at,2025-04-15T20:14:32.000Z,"{'label': 'negative', 'score': 0.6478851437568665}",1,0
38,17843574663464832,4,True,True,False,0,How did these people get to the show? Majority anyway,2025-04-15T20:15:35.000Z,"{'label': 'negative', 'score': 0.6499369144439697}",0,0
39,18090781153581042,36,True,True,False,1,What would a man who’s never had a job outside of politics know about working class people? He epitomizes why socialism doesn’t work: there’s always going to be a ruling class. Guess where Bernie would fit?,2025-04-15T20:07:35.000Z,"{'label': 'negative', 'score': 0.7676981091499329}",0,0
40,17910103644100665,34,True,True,False,0,Feel him Bern!!! He is a failure and has not made one significant contribution to the US. He is an old school scam artist making people think communism works when we all know communism is a failed system and ideology. God bless 🇺🇸,2025-04-15T20:14:25.000Z,"{'label': 'negative', 'score': 0.8712207078933716}",1,0
41,18318806686204767,9,True,False,False,0,Grandpa is trying to be hip to the jive again...,2025-04-15T20:15:50.000Z,"{'label': 'neutral', 'score': 0.7249990105628967}",0,0
42,17883159348165355,31,True,False,False,0,Imagine this grumpy old man taking over a stage there. What a downer.,2025-04-15T20:17:27.000Z,"{'label': 'negative', 'score': 0.9055140614509583}",0,0
43,18045291347377368,6,True,False,False,0,The man that takes money from corporations is speaking,2025-04-15T22:08:19.000Z,"{'label': 'negative', 'score': 0.5450584292411804}",0,0
44,18325469419165456,12,True,True,False,2,If you’re at Coachella you already agree to all this crap 🤣,2025-04-15T20:13:49.000Z,"{'label': 'negative', 'score': 0.7055308222770691}",0,0
45,18042353819528615,1,False,True,False,0,❤️❤️❤️❤️,2025-04-16T01:16:53.000Z,"{'label': 'positive', 'score': 0.9504250288009644}",0,0
46,18059916287281490,1,True,False,False,0,8.2% really is way overshooting,2025-04-16T01:06:51.000Z,"{'label': 'negative', 'score': 0.6921032667160034}",0,0
47,18045706454524176,7,True,True,False,0,"And billionaires are the ones crashing the stock market, so they can steal your retirement and purchase everything you used to own for pennies.On the dollar....",2025-04-16T01:59:19.000Z,"{'label': 'negative', 'score': 0.7990494966506958}",2,1
48,17928053574022011,1,False,True,False,0,Yet they have the nerve to talk ish about China 😒 stop deflecting USA!,2025-04-16T01:10:40.000Z,"{'label': 'negative', 'score': 0.8904672861099243}",0,1
49,18065126914992653,0,False,True,False,1,"The top 1% pays half of all taxes.  Half!  We take in 5T in taxes each year.  That’s more than the GDP of Germany (3rd highest behind US and China). We take in 1.3 Trillion more than Germany if you adjust for population size.  Germany runs a deficit of about 100B whereas our deficit is 1.3 trillion already this year.  It’s a borrowing and spending problem, not a tax the rich problem.",2025-04-16T05:24:02.000Z,"{'label': 'neutral', 'score': 0.4831778407096863}",2,0
50,17931234789011195,2,False,True,False,0,none,2025-04-16T02:19:23.000Z,"{'label': 'neutral', 'score': 0.6332381367683411}",0,0
51,18018804677697871,1,True,False,False,0,It's noteworthy that we don't have a revenue/taxes problem. We have a spending problem.,2025-04-16T04:27:59.000Z,"{'label': 'neutral', 'score': 0.6397527456283569}",1,0
52,17885870478143709,0,True,True,False,0,First lie IRS does not tax assets so their net worth is not income. Second lie a closer look shows most of their wealth accumulated under the Obama administration who put more Americans on food stamps than any other president🙈,2025-04-16T06:05:18.000Z,"{'label': 'negative', 'score': 0.7423208951950073}",1,2
53,17949851648956569,1,False,True,False,0,"Not only that, they also don't pay into Social Security after hitting a certain amount. They need to raise the cap or remove it.",2025-04-16T01:06:50.000Z,"{'label': 'negative', 'score': 0.770569384098053}",0,1
54,18057603839143111,0,False,True,False,1,Yes let's tax aoc Bernie sanders,2025-04-16T05:24:03.000Z,"{'label': 'neutral', 'score': 0.6287323832511902}",0,0
55,17890388628221618,0,True,True,False,1,Fake news,2025-04-16T01:36:19.000Z,"{'label': 'neutral', 'score': 0.5299873352050781}",0,0
56,18000998717604410,0,True,True,False,0,Well the wealthiest people all vote democrat so good luck with that one,2025-04-16T01:03:57.000Z,"{'label': 'negative', 'score': 0.47104188799858093}",1,0
57,18032952938336655,0,True,True,False,0,"This is fake news. Totally fake. The demonrats are in the pockets of the richest entities in the world. On top of that, the top 1% pay more into taxes than the other 99%  You are so full of Shite.",2025-04-16T10:15:16.000Z,"{'label': 'negative', 'score': 0.883970320224762}",0,0
58,18327349840162899,0,True,False,False,4,"Where were your demands for taxing billionaires when Biden was in office, you didn't make a single post about it then",2025-04-16T02:24:41.000Z,"{'label': 'negative', 'score': 0.6520336270332336}",2,0
59,18026030666444493,466,True,True,False,5,Why are American taxpayers funding elitist school to begin with?,2025-04-15T22:03:49.000Z,"{'label': 'negative', 'score': 0.8847073316574097}",0,0
60,17955085283940790,775,True,True,False,20,No university should be funded with taxpayer dollars. Especially universities that charge $80K for tuition and don’t admit taxpayers if they’re the wrong color.,2025-04-15T21:59:11.000Z,"{'label': 'negative', 'score': 0.862842321395874}",0,1
61,18131077525417469,132,True,True,False,2,Why does a single tax payer dollar go to these institutions?,2025-04-15T22:05:24.000Z,"{'label': 'negative', 'score': 0.7485419511795044}",0,0
62,18027627455410842,275,True,False,False,2,PRIVATE UNIVERSITY. You should never receive taxpayers money. Survive on your own dime,2025-04-15T22:25:24.000Z,"{'label': 'negative', 'score': 0.9147807359695435}",1,0
63,18472503982066725,40,True,True,False,3,Why does a private university need federal funding?,2025-04-15T22:02:13.000Z,"{'label': 'neutral', 'score': 0.625312864780426}",0,0
64,18224595694295229,3,True,False,True,0,👏👏👏,2025-04-16T02:19:12.000Z,"{'label': 'positive', 'score': 0.8980261087417603}",0,0
65,18083552035725419,473,False,True,False,14,"Well the Harvard president is right, they are a private institution and they can have whatever policy they want.....but the President also has the right to rescind Federal grants.",2025-04-15T21:59:27.000Z,"{'label': 'neutral', 'score': 0.7220500707626343}",0,3
66,17979297743820933,52,False,True,False,0,"""Private university"" is not private if my taxes fund it.",2025-04-15T23:10:11.000Z,"{'label': 'neutral', 'score': 0.5919942855834961}",0,0
67,17964203249873198,74,False,True,False,2,Private universities should not receive one penny of taxpayer money. They charge ludicrous tuition fees and have millions in endowments. This is why we need DOGE more than ever.,2025-04-15T23:08:57.000Z,"{'label': 'negative', 'score': 0.8529629111289978}",2,0
68,18092236765573548,13,True,False,False,0,Good! Give that money back to the taxpayers!,2025-04-15T22:14:33.000Z,"{'label': 'positive', 'score': 0.6596620678901672}",0,0
69,17880738534276298,18,True,False,False,1,"They are right, no government should be allowed to dictate what a PRIVATE university teaches, just as long as that PRIVATE university isn't being funded by the PUBLIC's money. As long as they fund themselves, then yea, do what you want",2025-04-15T22:02:41.000Z,"{'label': 'neutral', 'score': 0.672416090965271}",2,3
70,18103435012507531,146,True,False,False,3,Excellent. Nothing bothers me more than my tax $ funding indoctrination centers like Harvard,2025-04-15T22:00:20.000Z,"{'label': 'negative', 'score': 0.8070996403694153}",0,0
71,18271423273256578,64,True,False,False,2,"How did Harvard turn into a 100% liberal, progoganda, brainwashing machine???!!!",2025-04-15T22:02:14.000Z,"{'label': 'negative', 'score': 0.931726336479187}",0,0
72,18067834828935680,1,False,True,False,0,So free speech isn't a thing anymore?,2025-04-15T22:16:26.000Z,"{'label': 'negative', 'score': 0.6781014204025269}",0,0
73,17896031337085423,2,True,True,False,0,The Harvard President is correct. And public money should never have been given to them. Period.,2025-04-15T22:53:43.000Z,"{'label': 'negative', 'score': 0.6400747299194336}",0,1
74,17945797931844004,4473,False,True,False,209,So is ICE only deporting black and brown ppl? I’ve yet to see a report of any illegal Europeans being deported.,2025-04-16T02:39:23.000Z,"{'label': 'neutral', 'score': 0.6034218668937683}",0,0
75,17924017836062653,6575,True,True,False,66,I see some folks just couldn’t wait to play this role.,2025-04-16T02:15:52.000Z,"{'label': 'neutral', 'score': 0.4973696768283844}",1,0
76,18363663757124581,1076,True,True,False,6,Absolutely terrifying,2025-04-16T02:14:07.000Z,"{'label': 'negative', 'score': 0.7471446394920349}",0,0
77,18038612030269183,1717,True,False,False,13,We got to keep sharing these stories,2025-04-16T02:15:00.000Z,"{'label': 'positive', 'score': 0.7622182965278625}",0,0
78,17875436829314794,331,True,False,False,10,This is appalling. I don’t know what universe I am in anymore,2025-04-16T03:46:25.000Z,"{'label': 'negative', 'score': 0.939883828163147}",0,0
79,18004794659750514,2393,True,False,False,67,WTF is happening to this country.,2025-04-16T02:20:19.000Z,"{'label': 'negative', 'score': 0.9330785870552063}",0,0
80,18041413082448113,4768,True,True,False,122,Violation of human rights.,2025-04-16T02:13:37.000Z,"{'label': 'negative', 'score': 0.8101022243499756}",0,0
81,18049313495364978,1087,False,True,False,12,"“Terrible things are happening outside. Poor helpless people are being dragged out of their homes. Families are torn apart. Men, women, and children are separated. Children come home from school to find that their parents have disappeared.”
Anne Frank - January 13th, 1943",2025-04-16T03:47:01.000Z,"{'label': 'negative', 'score': 0.9325090646743774}",0,2
82,18072784249846556,22,True,True,False,1,This is what America voted for! SMH,2025-04-16T04:40:34.000Z,"{'label': 'negative', 'score': 0.8906987309455872}",0,0
83,18000808682780578,36,True,False,False,1,Power has gone wild.,2025-04-16T03:39:48.000Z,"{'label': 'neutral', 'score': 0.47833380103111267}",1,0
84,17924668485066911,1615,False,True,False,26,"At what point does your own decency outweigh your job? Am I to believe that all of these ICE agents voted for Trump! Accountability for these despicable acts, will come for all those involved!",2025-04-16T02:20:40.000Z,"{'label': 'negative', 'score': 0.9074516892433167}",3,0
85,17844836550448006,276,True,False,False,4,"Not mentioned here was the fact that they were looking for someone completely different (someone named Antonio). So not only was he treated very badly, they didn't even get the right person",2025-04-16T03:04:27.000Z,"{'label': 'negative', 'score': 0.8708044290542603}",1,2
86,17908944594106985,2895,True,True,False,99,How the fuck is this shit legal?!,2025-04-16T02:13:43.000Z,"{'label': 'negative', 'score': 0.9289289116859436}",0,0
87,17842441170469846,43,True,True,False,4,Can someone identify these ICE agents?? This is the first time we’re seeing them without masks.,2025-04-16T02:21:54.000Z,"{'label': 'negative', 'score': 0.839817464351654}",1,1
88,18304186117212393,840,True,False,False,9,none,2025-04-16T02:32:59.000Z,"{'label': 'neutral', 'score': 0.6332381367683411}",0,0
89,18104950663502089,27963,True,False,False,87,The “let them eat cake” of the 21st century.,2025-04-15T22:04:11.000Z,"{'label': 'negative', 'score': 0.5703379511833191}",0,1
90,18114554008460904,16142,True,False,False,19,"what happened to ""unnecessary government spending""?",2025-04-15T22:06:35.000Z,"{'label': 'negative', 'score': 0.4956154227256775}",0,0
91,17947414847833951,14614,True,False,False,74,Anyone else feel like this is a deliberate middle finger to everyday Americans that are struggling to afford eggs?,2025-04-15T22:23:12.000Z,"{'label': 'negative', 'score': 0.7409301996231079}",0,0
92,18047993066346753,1175,True,False,False,15,Did the Department of Government Efficiency approve of this?,2025-04-15T22:13:55.000Z,"{'label': 'neutral', 'score': 0.9059638977050781}",0,0
93,18067577962760067,9300,True,False,False,138,"Are these paid for by us? Like I can’t even afford to buy eggs for myself anymore, but I’m going to be paying for eggs anyway?",2025-04-15T22:05:13.000Z,"{'label': 'negative', 'score': 0.5910313129425049}",1,0
94,18175040593322933,2168,False,False,False,28,This is so tone deaf of him,2025-04-15T22:04:43.000Z,"{'label': 'negative', 'score': 0.9110997319221497}",0,0
95,18078272977689195,2281,True,False,False,7,Just like the Capitol in the Hunger Games.,2025-04-15T22:11:24.000Z,"{'label': 'negative', 'score': 0.4867180585861206}",1,0
96,18029794034377876,6182,True,False,False,9,"I see I'm not the only one that immediately thought ""Let them eat cake.""",2025-04-15T22:06:01.000Z,"{'label': 'neutral', 'score': 0.6039512157440186}",0,1
97,18014283809708089,1882,True,False,False,6,Is this the American version of let them eat cake?,2025-04-15T22:09:22.000Z,"{'label': 'neutral', 'score': 0.7839434742927551}",0,1
98,18065900893822016,2242,True,False,True,10,How is this not an Onion article,2025-04-15T22:40:18.000Z,"{'label': 'negative', 'score': 0.5625303983688354}",0,0
99,18070609117899753,807,False,True,False,8,The absolute Antoinette of it all.,2025-04-15T22:06:27.000Z,"{'label': 'negative', 'score': 0.4875742197036743}",0,0
100,18266864269274216,1715,True,True,False,14,How many could be fed by 30k eggs… and how much will that cost us? And how many of us can’t afford food for our kids but are paying for these fun game eggs? I have no words. I’m so disgusted.,2025-04-15T22:13:30.000Z,"{'label': 'negative', 'score': 0.9141002297401428}",4,0
101,"1,81E+16",788,True,False,False,35,"Um, because kids prefer this over candy in plastic eggs.....?",2025-04-15T22:07:18.000Z,"{'label': 'neutral', 'score': 0.6081277132034302}",1,0
102,18091388080576422,1127,False,True,False,15,"I am all for ditching plastic, but at my grocery store today the price of eggs was between $7 and $10.50 per dozen. Are they literally mocking working Americans right now? People can’t even afford to feed their children this incredible source of protein.",2025-04-15T22:43:33.000Z,"{'label': 'negative', 'score': 0.8534660935401917}",2,2
103,17916661895984421,1068,True,True,False,34,Who’s paying for the eggs?,2025-04-15T22:06:21.000Z,"{'label': 'neutral', 'score': 0.7789233326911926}",0,0
104,18063872837301326,3940,True,False,False,31,I’m glad there’s still decent people who care about the guy from Maryland,2025-04-16T03:02:21.000Z,"{'label': 'positive', 'score': 0.5568102598190308}",0,0
105,17961521969907578,10,True,False,False,1,A lot of respect for these people speaking up 👏,2025-04-16T03:27:48.000Z,"{'label': 'positive', 'score': 0.9601144194602966}",0,0
106,18060908729092184,2502,False,True,False,16,"Seeing people from Iowa stand up for Kilmar makes me realize there are good people still here. There is hope, we just have to stay strong together and get LOUD.",2025-04-16T03:24:13.000Z,"{'label': 'positive', 'score': 0.9155828952789307}",2,0
107,17897861673180592,123,True,False,False,22,Show the Google Earth images of the prison. Frightening.,2025-04-16T03:01:21.000Z,"{'label': 'negative', 'score': 0.7300546765327454}",0,0
108,18042418532413801,206,False,False,False,5,Proud moment for my home state ✊🏼,2025-04-16T03:31:40.000Z,"{'label': 'positive', 'score': 0.9861178994178772}",0,0
109,18050762969462786,1293,True,False,False,6,"I like the guy in the flag hat, asking questions.  He was having none of the bs.",2025-04-16T03:04:37.000Z,"{'label': 'positive', 'score': 0.7212491035461426}",0,0
110,17927742494935360,55,True,True,False,0,WHY is this 91 year old man still a Senator?! 😭,2025-04-16T04:10:16.000Z,"{'label': 'negative', 'score': 0.9356958866119385}",0,0
111,18039959969235954,171,True,False,True,16,…who did yall vote for…?,2025-04-16T03:02:02.000Z,"{'label': 'neutral', 'score': 0.9136475324630737}",0,0
112,18006053291745981,148,False,False,False,1,"If term limits had a poster child, he’d be it.",2025-04-16T03:07:13.000Z,"{'label': 'negative', 'score': 0.7132782936096191}",0,0
113,18055415285185018,393,True,True,False,8,91 year old Chuck Grassley..wow! Time to go.,2025-04-16T03:17:03.000Z,"{'label': 'negative', 'score': 0.6459102630615234}",0,0
114,18023895401669636,5,True,True,False,0,This is great to see. This case is a litmus test for the Trump administration to see how far they can take deportations.,2025-04-16T05:45:52.000Z,"{'label': 'positive', 'score': 0.9161995649337769}",1,1
115,17862647862384889,848,True,True,False,15,He’s 91. You're telling me they didn’t have ONE person who could have run against and beat him last election? NOT ONE??? IN THE WHOLE STATE? 😳,2025-04-16T03:03:32.000Z,"{'label': 'negative', 'score': 0.7435101866722107}",0,1
116,18044663417419268,67,True,False,False,1,Vote them all out,2025-04-16T03:01:24.000Z,"{'label': 'negative', 'score': 0.7196147441864014}",0,1
117,18047081312096078,293,True,False,False,4,Momentum is building. Be ready America.,2025-04-16T04:13:44.000Z,"{'label': 'positive', 'score': 0.7027500867843628}",0,0
118,17868910896357202,69,True,True,False,2,Good! Continue protesting & speaking out.,2025-04-16T03:51:05.000Z,"{'label': 'positive', 'score': 0.7114198803901672}",0,0
119,18092912722569828,1,True,False,False,0,👏,2025-04-16T02:38:07.000Z,"{'label': 'positive', 'score': 0.8807864189147949}",0,0
120,17863341849383257,31,True,True,False,0,Now this is a proper protest 😂,2025-04-16T01:29:45.000Z,"{'label': 'neutral', 'score': 0.4988769590854645}",0,0
121,18037657670284927,3,True,False,True,0,none,2025-04-16T01:39:40.000Z,"{'label': 'neutral', 'score': 0.6332381367683411}",0,0
122,18174692707322234,0,True,False,False,0,"So I have to get an 🍊 costume, got it!",2025-04-16T09:31:47.000Z,"{'label': 'neutral', 'score': 0.4750731587409973}",0,0
123,17901418812170113,5,True,False,False,0,It’s really a big shame considering the health concerns of residents within the dump site. Whatever the delay should be escalated!,2025-04-16T01:38:38.000Z,"{'label': 'negative', 'score': 0.9203020334243774}",0,0
124,18084133714574708,1,True,False,False,0,😂😂😂😂,2025-04-16T01:58:10.000Z,"{'label': 'neutral', 'score': 0.5487988591194153}",0,0
125,17960233355778323,0,True,False,False,0,🙌,2025-04-16T08:29:34.000Z,"{'label': 'positive', 'score': 0.9460681080818176}",0,0
126,18065992097497053,0,False,True,False,0,Well it got attention! 🤷‍♀️,2025-04-16T07:26:00.000Z,"{'label': 'positive', 'score': 0.4910382032394409}",0,0
127,18049655765522706,2,True,True,False,0,CNN is a joke,2025-04-16T01:44:07.000Z,"{'label': 'negative', 'score': 0.8700482845306396}",0,0
128,18074463508874378,7,True,False,False,0,This costume also works with Republican town hall meetings about the happenings in Washington.,2025-04-16T02:10:48.000Z,"{'label': 'neutral', 'score': 0.9322838187217712}",0,0
129,17906608611136801,5,True,False,False,0,Thought this was New York for a second! They need to Protest that!,2025-04-16T01:55:35.000Z,"{'label': 'negative', 'score': 0.7775369882583618}",0,0
130,18061643663018467,1,True,False,False,0,"My heart is broken💔 for my father because he lost his leg in the war. I hope he gets help so he can receive treatment abroad. Unfortunately, we are not okay. Whoever does not feel for us should review their humanity.",2025-04-16T01:36:18.000Z,"{'label': 'negative', 'score': 0.9253308176994324}",3,1
131,18297038170169109,4,False,True,False,0,Protest??? Deport this person to whatever country his 1000 years grandparents were from,2025-04-16T01:30:35.000Z,"{'label': 'negative', 'score': 0.9008054733276367}",1,0
132,17847543459450076,0,True,True,False,0,This is protesting for an actual problem.,2025-04-16T04:29:58.000Z,"{'label': 'negative', 'score': 0.7548353672027588}",0,0
133,18019627253701886,0,True,False,False,0,Lolol where's the word salad from biden???? @cnn,2025-04-16T02:18:23.000Z,"{'label': 'negative', 'score': 0.7531866431236267}",0,0
134,18075892216758601,0,True,False,False,1,"You posted this one before. Don’t you see what is happening NOW? The present administration is doing things that are stupidly wrong, like DEI removing Jackie Robinson’s military career from the Pentagon’s website. They put it back after numerous complaints, BUT IT SHOULDN’T HAVE BEEN REMOVED IN THE FIRST PLACE.  The administration is also ignoring the other two branches of government. The executive branch is only in control of SOME things, not ALL. Why don’t you talk about that???",2025-04-16T01:27:20.000Z,"{'label': 'negative', 'score': 0.8413050174713135}",2,0
135,18064297834994303,1,True,False,False,0,What a wonderful intellectual perspective on the greatest sport!  Thank you! 🙏,2025-04-16T03:53:29.000Z,"{'label': 'positive', 'score': 0.9840511679649353}",0,0
136,18174532291323651,0,True,False,False,1,And most of PragerU and their audience wishes it never happened,2025-04-16T00:55:44.000Z,"{'label': 'negative', 'score': 0.8376485705375671}",0,1
137,17848756455417393,2,True,True,False,0,I love this video! Well done.,2025-04-16T00:57:04.000Z,"{'label': 'positive', 'score': 0.9838029146194458}",0,0
138,18091458118574217,1,True,True,False,0,We want Bud Selig back. #firemanfred,2025-04-16T06:01:24.000Z,"{'label': 'neutral', 'score': 0.6940854787826538}",0,0
139,17880124299184683,0,False,True,False,0,Why are you using this never-Trumper in your promotions. Unfollowed!,2025-04-16T09:44:57.000Z,"{'label': 'negative', 'score': 0.9280264973640442}",3,0
140,18006997712568094,2,True,True,False,0,Swing and a miss putting George Will on. I guess they can’t all be home runs,2025-04-16T00:56:56.000Z,"{'label': 'neutral', 'score': 0.6607754230499268}",0,1
141,18062648066106074,0,True,False,False,0,Wouldn't this be too woke for you people? I mean everything black people do is woke and should be ignored?,2025-04-16T03:00:22.000Z,"{'label': 'negative', 'score': 0.7101660966873169}",0,0
142,18502351951037023,3,False,True,False,0,Wrong. Constitutional republic.,2025-04-16T00:47:53.000Z,"{'label': 'negative', 'score': 0.7962889671325684}",0,0
143,18044689691527202,4,True,True,False,0,What a great video! Thank you for sharing this under appreciated bit of Americana,2025-04-16T00:54:50.000Z,"{'label': 'positive', 'score': 0.9835963249206543}",0,0
144,18131402968412960,0,True,False,False,0,Dang it. We don’t live in a democracy!!! Come on @prageru,2025-04-16T04:07:19.000Z,"{'label': 'negative', 'score': 0.9168432950973511}",0,0
145,18006535573596813,10,True,True,False,3,What size did you used for the mason jars? Looks amazing!,2023-03-06T20:21:34.000Z,"{'label': 'positive', 'score': 0.9705975651741028}",1,0
146,18059456786037024,0,False,False,False,0,none,2025-03-31T04:14:52.000Z,"{'label': 'neutral', 'score': 0.6332381367683411}",0,0
147,17889172050226782,0,True,False,False,0,Mmmmmm I love chicken tacos,2025-03-30T23:15:11.000Z,"{'label': 'positive', 'score': 0.9674761891365051}",0,0
148,18305260852228653,0,True,False,False,0,none,2025-03-18T21:01:11.000Z,"{'label': 'neutral', 'score': 0.6332381367683411}",0,0
149,18143995180375652,0,True,False,False,0,none,2025-03-18T21:01:09.000Z,"{'label': 'neutral', 'score': 0.6332381367683411}",0,0
150,18062048515797867,0,True,True,False,0,none,2025-03-05T20:35:58.000Z,"{'label': 'neutral', 'score': 0.6332381367683411}",0,0
151,17931566805006380,0,True,False,False,0,🥩🥩🥩🥩🥩🥩🍗🍗🍗🍗🍗🍖🍖🍖🍳🍳🍳🍳🍳🍳🍖🍖,2025-03-05T05:50:16.000Z,"{'label': 'neutral', 'score': 0.5195090174674988}",0,0
